Gene > Secondary Identifier	Gene > Symbol	Gene > DB identifier	Gene > Organism Name	Gene > Cytological Location	Gene > Name	Gene > Description
CG10406	mRpS33	FBgn0038426	Drosophila melanogaster	89B16-89B16	mitochondrial ribosomal protein S33	""
CG10407	CG10407	FBgn0038395	Drosophila melanogaster	89B1-89B1	""	""
CG1041	CRAT	FBgn0037440	Drosophila melanogaster	83E4-83E4	Carnitine O-Acetyl-Transferase	""
CG10413	CG10413	FBgn0032689	Drosophila melanogaster	36F7-36F7	""	""
CG10414	Atac2	FBgn0032691	Drosophila melanogaster	36F7-36F7	Ada2a-containing complex component 2	""
CG10415	TfIIEalpha	FBgn0015828	Drosophila melanogaster	68D2-68D2	Transcription factor IIEalpha	""
CG10417	CG10417	FBgn0033021	Drosophila melanogaster	41E5-41E5	""	""
CG10418	CG10418	FBgn0036277	Drosophila melanogaster	69B2-69B2	""	""
CG10419	Gem2	FBgn0036850	Drosophila melanogaster	75F7-75F7	Gemin2	""
CG10420	CG10420	FBgn0039296	Drosophila melanogaster	96C7-96C7	""	""
CG10422	bam	FBgn0000158	Drosophila melanogaster	96C7-96C8	bag of marbles	""
CG10423	RpS27	FBgn0039300	Drosophila melanogaster	96C8-96C8	Ribosomal protein S27	""
CG10424	CG10424	FBgn0036848	Drosophila melanogaster	75F7-75F7	""	""
CG10425	CG10425	FBgn0039304	Drosophila melanogaster	96C8-96C8	""	""
CG10426	CG10426	FBgn0036273	Drosophila melanogaster	69A5-69A5	""	""
CG10428	CG10428	FBgn0032724	Drosophila melanogaster	37B6-37B7	""	""
CG10431	CG10431	FBgn0032730	Drosophila melanogaster	37B8-37B8	""	""
CG10433	CG10433	FBgn0034638	Drosophila melanogaster	57F3-57F3	""	""
CG10435	CG10435	FBgn0037539	Drosophila melanogaster	84E8-84E8	""	""
CG10436	Obp69a	FBgn0011279	Drosophila melanogaster	69B4-69B4	Odorant-binding protein 69a	""
CG1044	dos	FBgn0016794	Drosophila melanogaster	62E7-62E7	daughter of sevenless	""
CG10440	twz	FBgn0034636	Drosophila melanogaster	57F1-57F1	tiwaz	""
CG10443	Lar	FBgn0000464	Drosophila melanogaster	37F2-38A2	Leukocyte-antigen-related-like	""
CG10444	CG10444	FBgn0034494	Drosophila melanogaster	56F11-56F11	""	""
CG10445	CG10445	FBgn0037531	Drosophila melanogaster	84E5-84E5	""	""
CG10446	Sidpn	FBgn0032741	Drosophila melanogaster	37B9-37B10	similar to Deadpan	""
CG10447	Nf-YB	FBgn0032816	Drosophila melanogaster	38A2-38A2	Nuclear factor Y-box B	""
CG10449	Catsup	FBgn0002022	Drosophila melanogaster	37B11-37B11	Catecholamines up	""
CG10459	CG10459	FBgn0033440	Drosophila melanogaster	46A1-46A1	""	""
CG1046	zen	FBgn0004053	Drosophila melanogaster	84A5-84A5	zerknullt	""
CG10460	cer	FBgn0034443	Drosophila melanogaster	56D3-56D3	crammer	""
CG10462	CG10462	FBgn0032815	Drosophila melanogaster	38A2-38A2	""	""
CG10463	CG10463	FBgn0032819	Drosophila melanogaster	38A2-38A2	""	""
CG10465	CG10465	FBgn0033017	Drosophila melanogaster	41E5-41E5	""	""
CG10466	CG10466	FBgn0032822	Drosophila melanogaster	38A3-38A3	""	""
CG10467	CG10467	FBgn0035679	Drosophila melanogaster	65A6-65A6	""	""
CG10469	CG10469	FBgn0035678	Drosophila melanogaster	65A5-65A6	""	""
CG10470	CG10470	FBgn0032746	Drosophila melanogaster	37B12-37B12	""	""
CG10472	CG10472	FBgn0035670	Drosophila melanogaster	65A5-65A5	""	""
CG10473	Acn	FBgn0263198	Drosophila melanogaster	37B11-37B12	Acinus	""
CG10474	CG10474	FBgn0034427	Drosophila melanogaster	56C7-56C7	""	""
CG10475	Jon65Ai	FBgn0035667	Drosophila melanogaster	65A4-65A4	Jonah 65Ai	""
CG10476	CG10476	FBgn0034426	Drosophila melanogaster	56C6-56C6	""	""
CG10477	CG10477	FBgn0035661	Drosophila melanogaster	65A3-65A3	""	""
CG10478	alphaKap4	FBgn0035657	Drosophila melanogaster	65A2-65A2	alpha Karyopherin-4	""
CG10479	CG10479	FBgn0035656	Drosophila melanogaster	65A1-65A2	""	""
CG1048	zen2	FBgn0004054	Drosophila melanogaster	84A5-84A5	zerknullt-related	""
CG10480	Rcc1	FBgn0002638	Drosophila melanogaster	65A1-65A1	Regulator of chromosome condensation 1 ortholog (H. sapiens)	""
CG10481	CG10481	FBgn0032827	Drosophila melanogaster	38A6-38A6	""	""
CG10483	CG10483	FBgn0035649	Drosophila melanogaster	64F5-64F5	""	""
CG10486	CG10486	FBgn0035647	Drosophila melanogaster	64F5-64F5	""	""
CG10488	eyg	FBgn0000625	Drosophila melanogaster	69C2-69C2	eyegone	""
CG10489	DNApol-epsilon58	FBgn0035644	Drosophila melanogaster	64F4-64F4	DNA polymerase epsilon 58kD subunit	""
CG1049	Cct1	FBgn0041342	Drosophila melanogaster	62A3-62A5	CTP:phosphocholine cytidylyltransferase 1	""
CG10491	vn	FBgn0003984	Drosophila melanogaster	64E12-64F2	vein	""
CG10492	CG10492	FBgn0032748	Drosophila melanogaster	37B12-37B12	""	""
CG10493	Phlpp	FBgn0032749	Drosophila melanogaster	37B12-37B13	PH domain leucine-rich repeat protein phosphatase	""
CG10494	CG10494	FBgn0034634	Drosophila melanogaster	57E9-57E9	""	""
CG10495	CG10495	FBgn0032750	Drosophila melanogaster	37B13-37B13	""	""
CG10496	TAF1C-like	FBgn0034631	Drosophila melanogaster	57E6-57E8	TATA box-binding protein-associated factor RNA polymerase I subunit C-like	""
CG10497	Sdc	FBgn0010415	Drosophila melanogaster	57E1-57E6	Syndecan	""
CG10498	Cdk2	FBgn0004107	Drosophila melanogaster	92F10-92F10	Cyclin-dependent kinase 2	""
CG10501	amd	FBgn0000075	Drosophila melanogaster	37C1-37C1	alpha methyl dopa-resistant	""
CG10504	Ilk	FBgn0028427	Drosophila melanogaster	78C2-78C2	Integrin linked kinase	""
CG10505	CG10505	FBgn0034612	Drosophila melanogaster	57D7-57D8	""	""
CG10506	GlnRS	FBgn0027090	Drosophila melanogaster	96C8-96C8	Glutaminyl-tRNA synthetase	""
CG10508	CG10508	FBgn0037060	Drosophila melanogaster	78C2-78C2	""	""
CG10510	CG10510	FBgn0037059	Drosophila melanogaster	78C2-78C2	""	""
CG10512	CG10512	FBgn0037057	Drosophila melanogaster	78C2-78C2	""	""
CG10513	CG10513	FBgn0039311	Drosophila melanogaster	96C9-96C9	""	""
CG10514	CG10514	FBgn0039312	Drosophila melanogaster	96C9-96C9	""	""
CG10516	CG10516	FBgn0036549	Drosophila melanogaster	72C1-72C1	""	""
CG10520	tub	FBgn0003882	Drosophila melanogaster	82A5-82A5	tube	""
CG10521	NetB	FBgn0015774	Drosophila melanogaster	12F2-12F3	Netrin-B	""
CG10522	sti	FBgn0002466	Drosophila melanogaster	69C4-69C4	sticky	""
CG10523	park	FBgn0041100	Drosophila melanogaster	78C2-78C2	parkin	""
CG10527	CG10527	FBgn0034583	Drosophila melanogaster	57B16-57B16	""	""
CG10528	fs(2)ltoPP43	FBgn0004811	Drosophila melanogaster	38A3-38A3	female sterile (2) ltoPP43	""
CG10529	Lcp65Ae	FBgn0020640	Drosophila melanogaster	65A6-65A6	Lcp65Ae	""
CG10530	Lcp65Ag1	FBgn0020638	Drosophila melanogaster	65A6-65A6	Lcp65Ag1	""
CG10531	Cht9	FBgn0034582	Drosophila melanogaster	57B16-57B16	Chitinase 9	""
CG10533	Lcp65Af	FBgn0020639	Drosophila melanogaster	65A6-65A6	Lcp65Af	""
CG10534	Lcp65Ag2	FBgn0020637	Drosophila melanogaster	65A6-65A6	Lcp65Ag2	""
CG10535	Elp1	FBgn0037926	Drosophila melanogaster	86E13-86E13	Elongator complex protein 1	""
CG10536	cbx	FBgn0011241	Drosophila melanogaster	46B4-46C1	crossbronx	""
CG10537	Rdl	FBgn0004244	Drosophila melanogaster	67A1-67A1	Resistant to dieldrin	""
CG10538	CdGAPr	FBgn0032821	Drosophila melanogaster	38A3-38A3	Cd GTPase activating protein-related	""
CG10539	S6k	FBgn0283472	Drosophila melanogaster	64E8-64E11	Ribosomal protein S6 kinase	""
CG10540	cpa	FBgn0034577	Drosophila melanogaster	57B16-57B16	capping protein alpha	""
CG10541	Tektin-C	FBgn0035638	Drosophila melanogaster	64E8-64E8	Tektin C	""
CG10542	Bre1	FBgn0086694	Drosophila melanogaster	64E8-64E8	Bre1	""
CG10543	CG10543	FBgn0034570	Drosophila melanogaster	57B5-57B5	""	""
CG10545	Gbeta13F	FBgn0001105	Drosophila melanogaster	13F16-13F16	G protein beta-subunit 13F	""
CG10546	Cralbp	FBgn0035636	Drosophila melanogaster	64E8-64E8	Cellular retinaldehyde binding protein	""
CG10550	CG10550	FBgn0039321	Drosophila melanogaster	96D1-96D1	""	""
CG10553	CG10553	FBgn0039324	Drosophila melanogaster	96D1-96D1	""	""
CG10555	CG10555	FBgn0030034	Drosophila melanogaster	7E6-7E6	""	""
CG10559	CG10559	FBgn0039323	Drosophila melanogaster	96D1-96D1	""	""
CG1056	5-HT2A	FBgn0087012	Drosophila melanogaster	82C3-82C4	5-hydroxytryptamine (serotonin) receptor 2A	""
CG10560	CG10560	FBgn0039325	Drosophila melanogaster	96D1-96D1	""	""
CG10561	CG10561	FBgn0002036	Drosophila melanogaster	37C1-37C1	""	""
CG10562	CG10562	FBgn0039326	Drosophila melanogaster	96D1-96D1	""	""
CG10563	l(2)37Cd	FBgn0086445	Drosophila melanogaster	37C1-37C1	lethal (2) 37Cd	""
CG10564	Ac78C	FBgn0024150	Drosophila melanogaster	78B3-78C1	Adenylyl cyclase 78C	""
CG10565	CG10565	FBgn0037051	Drosophila melanogaster	78B2-78B2	""	""
CG10566	ICA69	FBgn0037050	Drosophila melanogaster	78B2-78B2	ICA69	""
CG1057	MED31	FBgn0037262	Drosophila melanogaster	82C5-82C5	Mediator complex subunit 31	""
CG10570	CG10570	FBgn0040992	Drosophila melanogaster	37A4-37A4	""	""
CG10571	ara	FBgn0015904	Drosophila melanogaster	69C8-69C10	araucan	""
CG10572	Cdk8	FBgn0015618	Drosophila melanogaster	67C10-67C10	Cyclin-dependent kinase 8	""
CG10573	ko	FBgn0020294	Drosophila melanogaster	78B1-78B2	knockout	""
CG10574	I-2	FBgn0028429	Drosophila melanogaster	67C10-67C10	Inhibitor-2	""
CG10575	Ppat-Dpck	FBgn0035632	Drosophila melanogaster	64E7-64E7	Bifunctional Phosphopantetheine adenylyltransferase - Dephospho-CoA kinase	""
CG10576	CG10576	FBgn0035630	Drosophila melanogaster	64E6-64E6	""	""
CG10578	DnaJ-1	FBgn0263106	Drosophila melanogaster	64E5-64E5	DnaJ-like-1	""
CG10579	Eip63E	FBgn0005640	Drosophila melanogaster	63E3-63E5	Ecdysone-induced protein 63E	""
CG1058	rpk	FBgn0022981	Drosophila melanogaster	82C5-82C5	ripped pocket	""
CG10580	fng	FBgn0011591	Drosophila melanogaster	78A1-78A1	fringe	""
CG10581	CG10581	FBgn0037046	Drosophila melanogaster	78A5-78A5	""	""
CG10582	Sin	FBgn0028402	Drosophila melanogaster	78A5-78A5	Sex-lethal interactor	""
CG10583	Sse	FBgn0035627	Drosophila melanogaster	64E1-64E1	Separase	""
CG10584	CG10584	FBgn0037045	Drosophila melanogaster	78A2-78A5	""	""
CG10585	CG10585	FBgn0037044	Drosophila melanogaster	78A2-78A2	""	""
CG10586	Sems	FBgn0037036	Drosophila melanogaster	78A1-78A1	Seminase	""
CG10587	CG10587	FBgn0037039	Drosophila melanogaster	78A1-78A1	""	""
CG10588	CG10588	FBgn0037037	Drosophila melanogaster	78A1-78A1	""	""
CG10589	CG10589	FBgn0037035	Drosophila melanogaster	78A1-78A1	""	""
CG1059	Karybeta3	FBgn0087013	Drosophila melanogaster	82C5-82C5	Karyopherin beta 3	""
CG10590	TM9SF3	FBgn0035622	Drosophila melanogaster	64D5-64D6	Transmembrane 9 superfamily protein member 3	""
CG10591	CG10591	FBgn0035621	Drosophila melanogaster	64D5-64D5	""	""
CG10592	CG10592	FBgn0035619	Drosophila melanogaster	64D5-64D5	""	""
CG10593	Acer	FBgn0016122	Drosophila melanogaster	29D4-29D4	Angiotensin-converting enzyme-related	""
CG10594	spo	FBgn0003486	Drosophila melanogaster	64D5-64D5	spook	""
CG10596	Msr-110	FBgn0015766	Drosophila melanogaster	64D3-64D3	Msr-110	""
CG10597	CG10597	FBgn0030832	Drosophila melanogaster	15F4-15F4	""	""
CG10598	CG10598	FBgn0003057	Drosophila melanogaster	15F4-15F4	""	""
CG10600	CG10600	FBgn0032717	Drosophila melanogaster	37B1-37B1	""	""
CG10601	mirr	FBgn0014343	Drosophila melanogaster	69D3-69D4	mirror	""
CG10602	CG10602	FBgn0032721	Drosophila melanogaster	37B1-37B1	""	""
CG10603	mRpL13	FBgn0032720	Drosophila melanogaster	37B1-37B1	mitochondrial ribosomal protein L13	""
CG10604	bsh	FBgn0000529	Drosophila melanogaster	38A3-38A3	brain-specific homeobox	""
CG10605	caup	FBgn0015919	Drosophila melanogaster	69D1-69D1	caupolican	""
CG10609	Orco	FBgn0037324	Drosophila melanogaster	83A2-83A2	Odorant receptor co-receptor	""
CG10610	ECSIT	FBgn0028436	Drosophila melanogaster	83C5-83C5	ECSIT	""
CG10612	Or83a	FBgn0037322	Drosophila melanogaster	83A1-83A1	Odorant receptor 83a	""
CG10616	CG10616	FBgn0036286	Drosophila melanogaster	69C2-69C2	""	""
CG10617	Syt12	FBgn0261085	Drosophila melanogaster	11F1-11F1	Synaptotagmin 12	""
CG10618	CHKov1	FBgn0045761	Drosophila melanogaster	96D1-96D1	CHKov1	""
CG10619	tup	FBgn0003896	Drosophila melanogaster	37B1-37B1	tailup	""
CG10620	Tsf2	FBgn0036299	Drosophila melanogaster	69C4-69C5	Transferrin 2	""
CG10621	CG10621	FBgn0032726	Drosophila melanogaster	37B7-37B7	""	""
CG10622	Sucb	FBgn0029118	Drosophila melanogaster	64D3-64D3	Sucb	""
CG10623	CG10623	FBgn0032727	Drosophila melanogaster	37B7-37B7	""	""
CG10624	sinu	FBgn0010894	Drosophila melanogaster	64D3-64D3	sinuous	""
CG10625	frm	FBgn0035612	Drosophila melanogaster	64D3-64D3	farmer	""
CG10626	Lkr	FBgn0035610	Drosophila melanogaster	64D2-64D2	Leucokinin receptor	""
CG10627	nst	FBgn0036298	Drosophila melanogaster	69C4-69C4	nesthocker	""
CG10628	CG10628	FBgn0032818	Drosophila melanogaster	38A2-38A2	""	""
CG1063	Itp-r83A	FBgn0010051	Drosophila melanogaster	83A7-83B1	Inositol 1,4,5,-tris-phosphate receptor	""
CG10630	blanks	FBgn0035608	Drosophila melanogaster	64D2-64D2	blanks	""
CG10631	CG10631	FBgn0032817	Drosophila melanogaster	38A2-38A2	""	""
CG10632	sowah	FBgn0036302	Drosophila melanogaster	69C6-69C8	sosondowah	""
CG10633	Ir64a	FBgn0035604	Drosophila melanogaster	64C15-64C15	Ionotropic receptor 64a	""
CG10635	CG10635	FBgn0035603	Drosophila melanogaster	64C13-64C14	""	""
CG10637	Nak	FBgn0015772	Drosophila melanogaster	37B7-37B7	Numb-associated kinase	""
CG10638	CG10638	FBgn0036290	Drosophila melanogaster	69C3-69C4	""	""
CG10639	CG10639	FBgn0032729	Drosophila melanogaster	37B8-37B8	""	""
CG1064	Snr1	FBgn0011715	Drosophila melanogaster	83A4-83A4	Snf5-related 1	""
CG10640	Uev1A	FBgn0035601	Drosophila melanogaster	64C13-64C13	Ubiquitin-conjugating enzyme variant 1A	""
CG10641	Swip-1	FBgn0032731	Drosophila melanogaster	37B8-37B8	Swiprosin-1	""
CG10642	Klp64D	FBgn0004380	Drosophila melanogaster	64C13-64C13	Kinesin-like protein at 64D	""
CG10645	lama	FBgn0016031	Drosophila melanogaster	64C12-64C13	lamina ancestor	""
CG10646	CG10646	FBgn0036292	Drosophila melanogaster	69C4-69C4	""	""
CG10648	Rbm13	FBgn0030067	Drosophila melanogaster	8B7-8B7	RNA-binding motif protein 13	""
CG1065	Scsalpha	FBgn0004888	Drosophila melanogaster	63F1-63F1	Succinyl coenzyme A synthetase alpha subunit	""
CG10650	CG10650	FBgn0046302	Drosophila melanogaster	37B8-37B8	""	""
CG10651	CG10651	FBgn0032853	Drosophila melanogaster	38C2-38C2	""	""
CG10652	RpL30	FBgn0086710	Drosophila melanogaster	37B9-37B9	Ribosomal protein L30	""
CG10653	hook	FBgn0001202	Drosophila melanogaster	37B10-37B10	hook	""
CG10654	CG10654	FBgn0036294	Drosophila melanogaster	69C4-69C4	""	""
CG10655	l(2)37Bb	FBgn0002021	Drosophila melanogaster	37B12-37B12	lethal (2) 37Bb	""
CG10657	CG10657	FBgn0036289	Drosophila melanogaster	69C3-69C3	""	""
CG10658	Hf	FBgn0014000	Drosophila melanogaster	38A8-38A8	Helical Factor	""
CG10659	CG10659	FBgn0032839	Drosophila melanogaster	38B1-38B1	""	""
CG10660	CG10660	FBgn0036288	Drosophila melanogaster	69C2-69C3	""	""
CG10663	CG10663	FBgn0036287	Drosophila melanogaster	69C2-69C2	""	""
CG10664	COX4	FBgn0032833	Drosophila melanogaster	38A8-38A8	Cytochrome c oxidase subunit 4	""
CG10667	Orc1	FBgn0022772	Drosophila melanogaster	43D1-43D2	Origin recognition complex subunit 1	""
CG10669	CG10669	FBgn0039329	Drosophila melanogaster	96D1-96D1	""	""
CG10670	Gen	FBgn0263831	Drosophila melanogaster	64C7-64C7	XPG-like endonuclease	""
CG10671	CG10671	FBgn0035586	Drosophila melanogaster	64C7-64C7	""	""
CG10672	CG10672	FBgn0035588	Drosophila melanogaster	64C7-64C7	""	""
CG10673	Prpk	FBgn0035590	Drosophila melanogaster	64C7-64C7	p53-related protein kinase ortholog	""
CG10674	CG10674	FBgn0035592	Drosophila melanogaster	64C7-64C7	""	""
CG10675	CHKov2	FBgn0039328	Drosophila melanogaster	96D1-96D1	CHKov2	""
CG10679	Nedd8	FBgn0032725	Drosophila melanogaster	37B7-37B7	Nedd8	""
CG10680	CG10680	FBgn0032836	Drosophila melanogaster	38A8-38A8	""	""
CG10681	CG10681	FBgn0036291	Drosophila melanogaster	69C4-69C4	""	""
CG10682	vih	FBgn0264848	Drosophila melanogaster	69C4-69C4	vihar	""
CG10683	rhi	FBgn0004400	Drosophila melanogaster	54D2-54D2	rhino	""
CG10685	l(2)37Cg	FBgn0086447	Drosophila melanogaster	37C1-37C1	lethal (2) 37Cg	""
CG10686	tral	FBgn0041775	Drosophila melanogaster	69C4-69C4	trailer hitch	""
CG10687	AsnRS	FBgn0086443	Drosophila melanogaster	37C1-37C1	Asparaginyl-tRNA synthetase	""
CG10688	CG10688	FBgn0036300	Drosophila melanogaster	69C6-69C6	""	""
CG10689	l(2)37Cb	FBgn0086444	Drosophila melanogaster	37C1-37C1	lethal (2) 37Cb	""
CG10691	l(2)37Cc	FBgn0002031	Drosophila melanogaster	37C1-37C1	lethal (2) 37Cc	""
CG10692	Mt2	FBgn0028707	Drosophila melanogaster	33C4-33C4	Methyltransferase 2	""
CG10693	slo	FBgn0003429	Drosophila melanogaster	96A14-96A17	slowpoke	""
CG10694	CG10694	FBgn0039147	Drosophila melanogaster	95E1-95E1	""	""
CG10695	Pat1	FBgn0029878	Drosophila melanogaster	6C1-6C1	Protein interacting with APP tail-1	""
CG10697	Ddc	FBgn0000422	Drosophila melanogaster	37C1-37C1	Dopa decarboxylase	""
CG10698	CrzR	FBgn0036278	Drosophila melanogaster	69B2-69B2	Corazonin receptor	""
CG10699	Lim3	FBgn0002023	Drosophila melanogaster	37B13-37C1	Lim3	""
CG1070	Alh	FBgn0261238	Drosophila melanogaster	84B6-84C3	Alhambra	""
CG10700	CG10700	FBgn0032754	Drosophila melanogaster	37B13-37B13	""	""
CG10701	Moe	FBgn0011661	Drosophila melanogaster	8B4-8B6	Moesin	""
CG10702	CG10702	FBgn0032752	Drosophila melanogaster	37B13-37B13	""	""
CG10703	GCC88	FBgn0037881	Drosophila melanogaster	86D8-86D8	GCC88 ortholog (H. sapiens)	""
CG10704	toe	FBgn0036285	Drosophila melanogaster	69C1-69C1	twin of eyg	""
CG10706	SK	FBgn0029761	Drosophila melanogaster	4F5-4F9	small conductance calcium-activated potassium channel	""
CG1071	E2f2	FBgn0024371	Drosophila melanogaster	39A5-39A6	E2F transcription factor 2	""
CG10710	CG10710	FBgn0036377	Drosophila melanogaster	70B4-70B4	""	""
CG10711	Vps36	FBgn0086785	Drosophila melanogaster	70B4-70B4	Vacuolar protein sorting 36	""
CG10712	Chro	FBgn0044324	Drosophila melanogaster	80B1-80B2	Chromator	""
CG10713	CG10713	FBgn0036360	Drosophila melanogaster	70B1-70B1	""	""
CG10717	ImpL1	FBgn0001256	Drosophila melanogaster	70A7-70A7	Ecdysone-inducible gene L1	""
CG10718	neb	FBgn0004374	Drosophila melanogaster	38B3-38B5	nebbish	""
CG10719	brat	FBgn0010300	Drosophila melanogaster	37C1-37C6	brain tumor	""
CG1072	Awh	FBgn0013751	Drosophila melanogaster	63F4-63F4	Arrowhead	""
CG10721	CG10721	FBgn0032846	Drosophila melanogaster	38B6-38B6	""	""
CG10722	nesd	FBgn0032848	Drosophila melanogaster	38B6-38B6	nessun dorma	""
CG10723	Kua	FBgn0032850	Drosophila melanogaster	38C1-38C1	Kua	""
CG10724	flr	FBgn0260049	Drosophila melanogaster	70A8-70B1	flare	""
CG10725	CG10725	FBgn0036362	Drosophila melanogaster	70B1-70B1	""	""
CG10726	barr	FBgn0014127	Drosophila melanogaster	38B1-38B2	barren	""
CG10728	vls	FBgn0003978	Drosophila melanogaster	38B2-38B2	valois	""
CG10730	CG10730	FBgn0032843	Drosophila melanogaster	38B2-38B2	""	""
CG10731	CG10731	FBgn0034081	Drosophila melanogaster	52E11-52E11	""	""
CG10732	cmb	FBgn0036365	Drosophila melanogaster	70B1-70B1	combover	""
CG10733	loj	FBgn0061492	Drosophila melanogaster	65A6-65A6	logjam	""
CG10734	CG10734	FBgn0034082	Drosophila melanogaster	52F1-52F1	""	""
CG10737	CG10737	FBgn0034420	Drosophila melanogaster	56C1-56C1	""	""
CG10738	CG10738	FBgn0036368	Drosophila melanogaster	70B1-70B1	""	""
CG10739	pigeon	FBgn0010309	Drosophila melanogaster	37C7-37C7	pigeon	""
CG1074	CG1074	FBgn0037250	Drosophila melanogaster	82B1-82B1	""	""
CG10741	Tgi	FBgn0036373	Drosophila melanogaster	70B2-70B3	Tondu-domain-containing Growth Inhibitor	""
CG10742	Tsp3A	FBgn0040334	Drosophila melanogaster	3A7-3A7	Tetraspanin 3A	""
CG10743	Liprin-beta	FBgn0036376	Drosophila melanogaster	70B4-70B4	Liprin-beta	""
CG10747	CG10747	FBgn0032845	Drosophila melanogaster	38B5-38B5	""	""
CG10748	CG10748	FBgn0036327	Drosophila melanogaster	69F2-69F2	""	""
CG10749	CG10749	FBgn0036328	Drosophila melanogaster	69F2-69F2	""	""
CG10750	CG10750	FBgn0032769	Drosophila melanogaster	37D2-37D2	""	""
CG10751	robl	FBgn0024196	Drosophila melanogaster	54B16-54B16	roadblock	""
CG10752	CG10752	FBgn0036325	Drosophila melanogaster	69F2-69F2	""	""
CG10753	SmD1	FBgn0261933	Drosophila melanogaster	69D6-69D6	Small ribonucleoprotein particle protein SmD1	""
CG10754	CG10754	FBgn0036314	Drosophila melanogaster	69E4-69E4	""	""
CG10755	Cyp4ae1	FBgn0015036	Drosophila melanogaster	2E1-2E1	Cytochrome P450-4ae1	""
CG10756	Taf13	FBgn0032847	Drosophila melanogaster	38B6-38B6	TBP-associated factor 13	""
CG10757	mRpS18B	FBgn0032849	Drosophila melanogaster	38B6-38B6	mitochondrial ribosomal protein S18B	""
CG10759	Or7a	FBgn0030016	Drosophila melanogaster	7D17-7D17	Odorant receptor 7a	""
CG1076	Vha14-2	FBgn0037402	Drosophila melanogaster	83D4-83D4	Vacuolar H[+] ATPase 14kD subunit 2	""
CG10761	CG10761	FBgn0030015	Drosophila melanogaster	7D17-7D17	""	""
CG10763	Gbeta5	FBgn0030011	Drosophila melanogaster	7D16-7D16	Gbeta5	""
CG10764	CG10764	FBgn0034221	Drosophila melanogaster	54B16-54B16	""	""
CG1077	CG1077	FBgn0037405	Drosophila melanogaster	83D5-83D5	""	""
CG10772	Fur1	FBgn0004509	Drosophila melanogaster	96D2-96E1	Furin 1	""
CG10776	wit	FBgn0024179	Drosophila melanogaster	64A5-64A5	wishful thinking	""
CG10777	mahe	FBgn0029979	Drosophila melanogaster	7C3-7C4	maheshvara	""
CG10778	CG10778	FBgn0029980	Drosophila melanogaster	7C4-7C4	""	""
CG1078	Fip1	FBgn0037255	Drosophila melanogaster	82B3-82B4	""	""
CG10781	ng1	FBgn0002933	Drosophila melanogaster	3C10-3C10	new glue 1	""
CG10788	ng3	FBgn0010295	Drosophila melanogaster	3C10-3C10	new glue 3	""
CG10789	ng4	FBgn0010296	Drosophila melanogaster	3C10-3C10	new glue 4	""
CG1079	Fie	FBgn0026592	Drosophila melanogaster	63F5-63F5	Fire exit	""
CG10790	Pig1	FBgn0003086	Drosophila melanogaster	3C10-3C10	Pre-intermoult gene 1	""
CG10793	CG10793	FBgn0029656	Drosophila melanogaster	3D1-3D1	""	""
CG10794	DptB	FBgn0034407	Drosophila melanogaster	55F8-55F8	Diptericin B	""
CG10795	CG10795	FBgn0034626	Drosophila melanogaster	57E1-57E1	""	""
CG10798	Myc	FBgn0262656	Drosophila melanogaster	3D2-3D2	Myc	""
CG10799	CG10799	FBgn0033821	Drosophila melanogaster	49F13-49F13	""	""
CG10800	Rca1	FBgn0017551	Drosophila melanogaster	27C1-27C1	Regulator of cyclin A1	""
CG10801	CG10801	FBgn0029660	Drosophila melanogaster	3D4-3D4	""	""
CG10802	CG10802	FBgn0029664	Drosophila melanogaster	3D4-3D4	""	""
CG10803	CG10803	FBgn0029666	Drosophila melanogaster	3D4-3D4	""	""
CG10804	CG10804	FBgn0029663	Drosophila melanogaster	3D4-3D4	""	""
CG10805	l(2)k09022	FBgn0086451	Drosophila melanogaster	27C1-27C1	lethal (2) k09022	""
